,id,rated,speed,createdAt,lastMoveAt,winner,clock,movesperplayer,white_player_name,white_ranking,black_player_name,black_ranking,Gametime,timepermove,white_kingcastle,white_queencastle,black_kingcastle,black_queencastle,White_moves_before_castle,Black_moves_before_castle,opens1,my_rank,i_won,enemy_rank,rank_difference,is_higher
4918,ex32nXpM,True,blitz,2020-01-22 12:45:09.888000+01:00,2020-01-22 12:52:52.463000+01:00,white,300,26,EvilSaintPL,1205,Indianhuman,879,462.6,17.8,1,0,0,1,13,9,no opens,1205,1,879,326,True
4919,P386MXY1,True,blitz,2020-01-22 12:43:27.595000+01:00,2020-01-22 12:44:55.089000+01:00,black,180,11,EvilSaintPL,1211,GeoNtalas19,1196,87.5,8.0,1,0,0,0,5,13,no opens,1211,-1,1196,15,True
4920,PWFOlyv7,True,blitz,2020-01-22 12:39:52.918000+01:00,2020-01-22 12:43:18.198000+01:00,white,180,17,avengerdeep,1175,EvilSaintPL,1217,205.3,12.1,1,0,0,0,8,18,no opens,1217,-1,1175,42,True
4921,KbftZ6tj,True,blitz,2020-01-22 12:36:26.524000+01:00,2020-01-22 12:39:44.891000+01:00,black,180,26,EvilSaintPL,1224,Danil74,1158,198.4,7.6,1,0,1,0,6,7,White e4 e5 Nc3 d6,1224,-1,1158,66,True
4922,51cgiCDW,True,blitz,2020-01-22 12:35:06.422000+01:00,2020-01-22 12:36:16.687000+01:00,white,180,7,Goktas,1064,EvilSaintPL,1232,70.3,10.0,0,0,0,0,9,9,Black e4 e6 d4 d5,1232,-1,1064,168,True
4923,zmiXbFse,True,blitz,2020-01-22 12:31:26.917000+01:00,2020-01-22 12:34:55.902000+01:00,white,180,22,EvilSaintPL,1226,moonlight55,1256,209.0,9.5,1,0,1,0,4,5,White e4 e5 Nc3 Nf6,1226,1,1256,-30,False
4924,EaNihv3C,True,blitz,2020-01-22 12:28:53.900000+01:00,2020-01-22 12:31:05.357000+01:00,white,180,20,EvilSaintPL,1217,Savasulu,1362,131.5,6.6,1,0,1,0,5,7,no opens,1217,1,1362,-145,False
4925,3itN3ubl,True,blitz,2020-01-22 12:24:01.647000+01:00,2020-01-22 12:28:45.341000+01:00,white,180,53,skyed0,1263,EvilSaintPL,1222,283.7,5.4,0,0,0,0,55,54,no opens,1222,-1,1263,-41,False
4926,EWixqq6Q,True,blitz,2020-01-22 12:17:54.066000+01:00,2020-01-22 12:23:35.622000+01:00,white,180,45,apostolinkyyti,1309,EvilSaintPL,1227,341.6,7.6,1,0,1,0,24,8,Black g3 e5 Bg2 Nf6,1227,-1,1309,-82,False
4927,2WYzn1cs,True,blitz,2020-01-22 12:13:51.472000+01:00,2020-01-22 12:17:15.388000+01:00,black,180,19,EvilSaintPL,1233,k4mik4z3,1218,203.9,10.7,0,0,0,0,21,20,no opens,1233,-1,1218,15,True
4928,Vk89orDq,True,blitz,2020-01-22 12:07:11.569000+01:00,2020-01-22 12:13:24.482000+01:00,draw,180,45,mahdi90eng,1256,EvilSaintPL,1232,372.9,8.3,1,0,1,0,11,8,no opens,1232,0,1256,-24,False
4929,6MYgyqL2,True,blitz,2020-01-21 23:01:57.097000+01:00,2020-01-21 23:04:00.796000+01:00,white,180,18,EvilSaintPL,1225,Dannifi,1316,123.7,6.9,1,0,1,0,11,12,White e4 c5 Nf3 Nc6,1225,1,1316,-91,False
4930,Uai4oSWq,True,blitz,2020-01-21 22:56:40.433000+01:00,2020-01-21 23:01:09.156000+01:00,white,180,22,EvilSaintPL,1217,marcmarc92,1321,268.7,12.2,1,0,0,1,4,11,no opens,1217,1,1321,-104,False
4931,RJlWxaEI,True,blitz,2020-01-21 22:53:20.591000+01:00,2020-01-21 22:56:18.244000+01:00,white,180,21,EvilSaintPL,1211,GmarxS,1255,177.7,8.5,1,0,0,1,6,13,no opens,1211,1,1255,-44,False
4932,9rGndXJ7,True,blitz,2020-01-21 22:46:23.068000+01:00,2020-01-21 22:52:09.092000+01:00,white,180,29,EvilSaintPL,1205,gotyourking,1188,346.0,11.9,1,0,1,0,7,13,no opens,1205,1,1188,17,True
4933,tgdSAmdm,True,blitz,2020-01-21 22:09:55.080000+01:00,2020-01-21 22:16:09.269000+01:00,black,180,58,acxmilan,1132,EvilSaintPL,1200,374.2,6.5,1,0,1,0,5,7,no opens,1200,1,1132,68,True
4934,Un3hgKRK,True,blitz,2020-01-21 22:03:26.960000+01:00,2020-01-21 22:07:30.299000+01:00,black,180,32,myoseft,1211,EvilSaintPL,1194,243.3,7.6,1,0,1,0,14,9,no opens,1194,1,1211,-17,False
4935,Xo4hFInF,True,blitz,2020-01-21 20:43:03.404000+01:00,2020-01-21 20:49:27.777000+01:00,black,180,32,jeremy2218,1206,EvilSaintPL,1188,384.4,12.0,1,0,1,0,3,5,Black g3 e5 Bg2 Nf6,1188,1,1206,-18,False
4936,bgCpPF30,True,blitz,2020-01-21 20:40:02.878000+01:00,2020-01-21 20:42:57.395000+01:00,black,180,20,EvilSaintPL,1193,garcia7788,1244,174.5,8.7,0,0,0,0,22,22,White e4 e5 Nc3 Nf6,1193,-1,1244,-51,False
4937,b0Vj0gFi,True,blitz,2020-01-21 14:35:37.913000+01:00,2020-01-21 14:37:40.076000+01:00,black,180,11,EvilSaintPL,1198,jdquarlesiv,1215,122.2,11.1,0,0,0,0,13,12,White e4 e5 Nc3 d6,1198,-1,1215,-17,False
4938,dmzZcAnr,True,blitz,2020-01-21 14:30:36.234000+01:00,2020-01-21 14:35:32.611000+01:00,white,180,32,Cabrero51,1297,EvilSaintPL,1202,296.4,9.3,0,0,1,0,34,5,Black e4 e6 Nf3 d5,1202,-1,1297,-95,False
4939,HcDzUhlz,True,blitz,2020-01-21 14:25:09.901000+01:00,2020-01-21 14:30:26.109000+01:00,white,180,28,TEKELBAHATTIN,1293,EvilSaintPL,1206,316.2,11.3,0,0,0,0,30,29,no opens,1206,-1,1293,-87,False
4940,ohVJP087,True,blitz,2020-01-21 14:14:38.693000+01:00,2020-01-21 14:24:24.343000+01:00,black,300,34,EvilSaintPL,1213,Mukaelyan,1140,585.6,17.2,1,0,0,0,6,36,no opens,1213,-1,1140,73,True
4941,IEtXTD3H,True,blitz,2020-01-21 14:10:08.142000+01:00,2020-01-21 14:13:51.424000+01:00,white,180,30,EvilSaintPL,1205,Nathanohagan9797,1362,223.3,7.4,1,0,1,0,10,17,no opens,1205,1,1362,-157,False
4942,XLhkd4dF,True,blitz,2020-01-21 10:49:30.381000+01:00,2020-01-21 10:53:48.897000+01:00,black,180,29,Younior,1127,EvilSaintPL,1200,258.5,8.9,1,0,1,0,6,15,no opens,1200,1,1127,73,True
4943,x7B9YYKF,True,blitz,2020-01-21 10:44:12.842000+01:00,2020-01-21 10:49:19.380000+01:00,white,180,28,drparmar,1283,EvilSaintPL,1205,306.5,10.9,1,0,1,0,14,12,no opens,1205,-1,1283,-78,False
4944,dFKKMCj7,True,blitz,2020-01-21 10:41:04.081000+01:00,2020-01-21 10:44:06.630000+01:00,black,180,17,EvilSaintPL,1210,AnilUcarer,1250,182.5,10.7,1,0,1,0,8,12,no opens,1210,-1,1250,-40,False
4945,1Ot4d2om,True,blitz,2020-01-21 10:24:40.532000+01:00,2020-01-21 10:28:04.735000+01:00,black,180,22,Batracomiomachia,1354,EvilSaintPL,1201,204.2,9.3,1,0,0,0,6,24,Black e4 e6 e5 c5,1201,1,1354,-153,False
4946,SZFGFi4f,True,blitz,2020-01-21 10:21:40.511000+01:00,2020-01-21 10:24:30.712000+01:00,black,180,17,EvilSaintPL,1207,Chuquiago,1202,170.2,10.0,0,0,1,0,19,8,White e4 d5 exd5 Qxd5,1207,-1,1202,5,True
4947,RnFG846Z,True,blitz,2020-01-20 21:20:33.787000+01:00,2020-01-20 21:23:27.618000+01:00,white,180,13,rfilgueiras,1230,EvilSaintPL,1212,173.8,13.4,0,0,0,0,15,14,no opens,1212,-1,1230,-18,False
4948,1OHfBS7S,True,blitz,2020-01-20 21:19:30.172000+01:00,2020-01-20 21:19:53.380000+01:00,black,180,5,EvilSaintPL,1218,yunusertugrul123,1220,23.2,4.6,0,0,0,0,7,7,no opens,1218,-1,1220,-2,False
4949,gN1BbCga,True,blitz,2020-01-20 21:17:11.908000+01:00,2020-01-20 21:19:10.787000+01:00,black,180,18,YungGriff,1232,EvilSaintPL,1212,118.9,6.6,1,0,1,0,12,15,Black d4 Nf6 Bf4 e6,1212,1,1232,-20,False
4950,kzWSg5wo,True,blitz,2020-01-20 21:13:00.638000+01:00,2020-01-20 21:16:51.818000+01:00,white,180,19,EvilSaintPL,1206,kasapo,1197,231.2,12.2,0,0,0,0,21,20,no opens,1206,1,1197,9,True
4951,NtvLHUF6,True,blitz,2020-01-20 21:09:35.580000+01:00,2020-01-20 21:09:59.562000+01:00,black,180,4,martinmucha,1289,EvilSaintPL,1199,24.0,6.0,0,0,0,0,6,6,no opens,1199,1,1289,-90,False
4952,HGitOgi2,True,blitz,2020-01-20 16:41:57.983000+01:00,2020-01-20 16:45:24.506000+01:00,black,180,19,EvilSaintPL,1204,Torbido,1228,206.5,10.9,1,0,1,0,4,8,no opens,1204,-1,1228,-24,False
4953,DZGfrt2b,True,blitz,2020-01-20 16:20:19.856000+01:00,2020-01-20 16:29:48.110000+01:00,white,180,52,krea87,1272,EvilSaintPL,1209,568.3,10.9,1,0,0,0,8,53,Black d4 Nf6 Bf4 e6,1209,-1,1272,-63,False
4954,4U2ypePM,True,blitz,2020-01-20 16:18:58.946000+01:00,2020-01-20 16:19:30.946000+01:00,black,180,2,getebola,979,EvilSaintPL,1206,32.0,16.0,0,0,0,0,4,4,no opens,1206,1,979,227,True
4955,Y8n4QOzy,True,blitz,2020-01-20 16:13:03.212000+01:00,2020-01-20 16:18:36.868000+01:00,white,180,29,Naygej,1183,EvilSaintPL,1212,333.7,11.5,1,0,1,0,7,9,no opens,1212,-1,1183,29,True
4956,cQds3fSh,True,blitz,2020-01-20 16:11:08.068000+01:00,2020-01-20 16:12:40.511000+01:00,black,180,9,EvilSaintPL,1218,Khirlim,1200,92.4,10.3,1,0,1,0,7,4,no opens,1218,-1,1200,18,True
4957,cZrTolt5,True,blitz,2020-01-20 16:04:39.554000+01:00,2020-01-20 16:10:08.143000+01:00,black,180,30,EvilSaintPL,1224,ferdi888,1247,328.6,11.0,1,0,0,1,12,9,no opens,1224,-1,1247,-23,False
4958,XIGJ7CQU,True,blitz,2020-01-20 15:57:22.981000+01:00,2020-01-20 16:01:57.704000+01:00,white,180,24,EvilSaintPL,1218,bryweak,1209,274.7,11.4,1,0,0,1,10,8,no opens,1218,1,1209,9,True
4959,p0fONqyg,True,blitz,2020-01-20 15:56:40.356000+01:00,2020-01-20 15:57:14.073000+01:00,black,180,4,EvilSaintPL,1221,Furgut,1377,33.7,8.4,1,0,0,0,4,6,White e4 e5 Nc3 Nc6,1221,-1,1377,-156,False
4960,ENYy7bKo,True,blitz,2020-01-20 14:52:09.432000+01:00,2020-01-20 15:01:45.045000+01:00,black,300,57,emilhehe,1214,EvilSaintPL,1215,575.6,10.1,1,0,0,1,12,14,Black e4 e6 d4 d5,1215,1,1214,1,True
4961,zIxc0TWN,True,blitz,2020-01-20 14:45:37.922000+01:00,2020-01-20 14:52:01.740000+01:00,white,300,32,IbrahimGaoui,1242,EvilSaintPL,1221,383.8,12.0,1,0,0,0,21,33,no opens,1221,-1,1242,-21,False
4962,qlDm812g,True,blitz,2020-01-20 14:39:27.330000+01:00,2020-01-20 14:45:32.592000+01:00,white,300,28,EvilSaintPL,1214,IbrahimGaoui,1248,365.3,13.0,1,0,0,0,14,29,no opens,1214,1,1248,-34,False
4963,snVuVbGz,True,blitz,2020-01-20 14:35:29.413000+01:00,2020-01-20 14:39:19.877000+01:00,black,300,25,IbrahimGaoui,1254,EvilSaintPL,1207,230.5,9.2,0,1,1,0,11,6,no opens,1207,1,1254,-47,False
4964,AE7YWmi0,True,blitz,2020-01-20 14:30:31.636000+01:00,2020-01-20 14:35:20.297000+01:00,white,300,24,omar_samir,1248,EvilSaintPL,1213,288.7,12.0,1,0,1,0,11,11,no opens,1213,-1,1248,-35,False
4965,jncQmRBZ,True,blitz,2020-01-20 14:05:58.944000+01:00,2020-01-20 14:09:04.304000+01:00,white,180,16,EvilSaintPL,1208,MohammedBataRVP,1106,185.4,11.6,1,0,0,0,13,17,no opens,1208,1,1106,102,True
4966,6xHCYdML,True,blitz,2020-01-20 14:00:59.780000+01:00,2020-01-20 14:05:48.559000+01:00,white,180,23,cahilkoylu,1223,EvilSaintPL,1214,288.8,12.6,1,0,0,1,9,11,Black e4 e6 Nf3 d5,1214,-1,1223,-9,False
4967,PG6UZHYg,True,blitz,2020-01-20 13:58:46.145000+01:00,2020-01-20 14:00:53.849000+01:00,black,180,16,EvilSaintPL,1219,jpuette,1228,127.7,8.0,1,0,1,0,5,4,White e4 e5 Nf3 Nc6,1219,-1,1228,-9,False
4968,l4Vuo8Rh,True,blitz,2020-01-20 13:53:15.932000+01:00,2020-01-20 13:58:33.734000+01:00,black,180,24,EvilSaintPL,1225,lolchopz,1201,317.8,13.2,1,0,1,0,8,7,White e4 e5 Nf3 Nc6,1225,-1,1201,24,True
4969,cqK9orYW,True,blitz,2020-01-20 11:33:56.307000+01:00,2020-01-20 11:36:20.807000+01:00,black,180,12,Orka2102,1226,EvilSaintPL,1219,144.5,12.0,0,0,1,0,14,7,no opens,1219,1,1226,-7,False
4970,71zliJbc,True,blitz,2020-01-20 08:18:19.897000+01:00,2020-01-20 08:24:01.966000+01:00,white,180,24,TomikaChess1975,1197,EvilSaintPL,1225,342.1,14.3,0,0,0,0,26,25,no opens,1225,-1,1197,28,True
4971,hX65WWys,True,blitz,2020-01-20 08:12:47.704000+01:00,2020-01-20 08:18:11.740000+01:00,white,180,30,EvilSaintPL,1220,TomikaChess1975,1203,324.0,10.8,1,0,0,0,16,31,White e4 e5 Nf3 Nf6,1220,1,1203,17,True
4972,vG2TLRCx,True,blitz,2020-01-20 08:08:08.514000+01:00,2020-01-20 08:12:18.727000+01:00,black,180,18,Eastwood316,1162,EvilSaintPL,1215,250.2,13.9,0,1,1,0,9,8,no opens,1215,1,1162,53,True
4973,u9oTn3mu,True,blitz,2020-01-19 23:23:57.192000+01:00,2020-01-19 23:31:47.424000+01:00,white,300,26,Rafael04,1168,EvilSaintPL,1221,470.2,18.1,0,1,1,0,9,6,Black e4 e6 e5 c5,1221,-1,1168,53,True
4974,GDq6ylqo,True,blitz,2020-01-19 23:16:29.105000+01:00,2020-01-19 23:23:36.086000+01:00,black,300,23,EvilSaintPL,1227,aquiles1a,1248,427.0,18.6,1,0,0,0,10,25,no opens,1227,-1,1248,-21,False
4975,phYpFJLA,True,blitz,2020-01-19 23:14:25.883000+01:00,2020-01-19 23:16:10.107000+01:00,white,300,10,nickdomarev,1274,EvilSaintPL,1232,104.2,10.4,1,0,0,0,5,11,Black e4 e6 e5 c5,1232,-1,1274,-42,False
4976,IdMuBpTo,True,blitz,2020-01-19 23:09:24.297000+01:00,2020-01-19 23:14:15.930000+01:00,black,300,27,EvilSaintPL,1236,Daniel-mate,1288,291.6,10.8,0,0,1,0,29,13,no opens,1236,-1,1288,-52,False
4977,OPfN4vi3,True,blitz,2020-01-19 22:51:58.799000+01:00,2020-01-19 23:08:51.129000+01:00,white,300,72,EvilSaintPL,1231,shmitson,1199,1012.3,14.1,1,0,1,0,13,10,White e4 e5 Nc3 Nc6,1231,1,1199,32,True
4978,LmX3H4fC,True,blitz,2020-01-19 22:44:08.929000+01:00,2020-01-19 22:51:42.302000+01:00,white,300,31,jorji13,1230,EvilSaintPL,1237,453.4,14.6,1,0,1,0,9,7,Black d4 Nf6 c4 e6,1237,-1,1230,7,True
4979,VL51TJ6U,True,blitz,2020-01-19 22:38:51.239000+01:00,2020-01-19 22:43:54.708000+01:00,black,300,23,EvilSaintPL,1242,roccann,1267,303.5,13.2,0,0,1,0,25,4,White e4 e5 Nc3 Nc6,1242,-1,1267,-25,False
4980,LM1M8qtK,True,blitz,2020-01-19 22:29:01.228000+01:00,2020-01-19 22:38:26.183000+01:00,black,300,28,Bfelipe,1184,EvilSaintPL,1237,565.0,20.2,1,0,1,0,5,7,Black e4 e6 Nf3 d5,1237,1,1184,53,True
4981,RRu6KTYB,True,blitz,2020-01-19 22:23:51.844000+01:00,2020-01-19 22:28:53.867000+01:00,draw,300,22,arja55,1174,EvilSaintPL,1238,302.0,13.7,1,0,0,1,10,16,Black e4 e6 d4 d5,1238,0,1174,64,True
4982,MTRmqXEX,True,blitz,2020-01-19 22:14:15.961000+01:00,2020-01-19 22:23:29.557000+01:00,white,300,22,EvilSaintPL,1233,dadonius,1206,553.6,25.2,0,1,1,0,8,6,White e4 e5 Nc3 Nc6,1233,1,1206,27,True
4983,AEUgxkGN,True,blitz,2020-01-19 22:09:15.310000+01:00,2020-01-19 22:13:20.580000+01:00,black,300,15,EvilSaintPL,1239,MarcianoGC,1202,245.3,16.4,0,0,1,0,17,7,White e4 e5 Nc3 Nf6,1239,-1,1202,37,True
4984,wkm5jH9J,True,blitz,2020-01-19 18:31:19.200000+01:00,2020-01-19 18:41:40.403000+01:00,black,300,40,Ritzzyy,1298,EvilSaintPL,1232,621.2,15.5,0,1,1,0,15,14,Black e4 e6 e5 c5,1232,1,1298,-66,False
4985,roYPnaEw,True,blitz,2020-01-19 18:08:39.048000+01:00,2020-01-19 18:14:27.190000+01:00,white,300,21,lex68,1256,EvilSaintPL,1237,348.1,16.6,1,0,1,0,12,11,no opens,1237,-1,1256,-19,False
4986,USKVq2WW,True,blitz,2020-01-19 18:02:03.737000+01:00,2020-01-19 18:07:42.651000+01:00,white,300,22,EvilSaintPL,1231,aquiles1a,1224,338.9,15.4,1,0,0,0,5,23,no opens,1231,1,1224,7,True
4987,5m7rd1gn,True,blitz,2020-01-19 15:51:08.080000+01:00,2020-01-19 15:54:45.441000+01:00,black,180,32,UltimateLight,1275,EvilSaintPL,1225,217.4,6.8,0,1,1,0,17,6,Black d4 Nf6 Bf4 e6,1225,1,1275,-50,False
4988,59GcHRuz,True,blitz,2020-01-19 15:47:31.892000+01:00,2020-01-19 15:50:28.542000+01:00,black,180,21,EvilSaintPL,1231,motazseder,1211,176.7,8.4,1,0,1,0,4,10,White e4 c5 Nf3 Nc6,1231,-1,1211,20,True
4989,AalqJ6LQ,True,blitz,2020-01-19 15:43:37.118000+01:00,2020-01-19 15:47:01.072000+01:00,black,180,27,blblsrvt4,1251,EvilSaintPL,1224,204.0,7.6,1,0,1,0,10,10,Black e4 e6 Nf3 d5,1224,1,1251,-27,False
4990,UUsVwMpy,True,blitz,2020-01-19 15:42:25.864000+01:00,2020-01-19 15:43:28.711000+01:00,white,180,7,EvilSaintPL,1218,blblsrvt4,1258,62.8,9.0,0,0,0,0,9,8,White e4 e5 Nc3 Nc6,1218,1,1258,-40,False
4991,9iyEb0q8,True,blitz,2020-01-19 15:40:33.591000+01:00,2020-01-19 15:42:13.822000+01:00,black,180,15,EvilSaintPL,1222,zouskan,1309,100.2,6.7,1,0,1,0,5,7,White e4 c5 Nf3 d6,1222,-1,1309,-87,False
4992,lGKD9f56,True,blitz,2020-01-19 15:36:14.055000+01:00,2020-01-19 15:40:00.442000+01:00,black,180,28,Toniq,1213,EvilSaintPL,1216,226.4,8.1,1,0,1,0,8,15,Black e4 e6 Nf3 d5,1216,1,1213,3,True
4993,ovXK3aij,True,blitz,2020-01-19 15:31:09.802000+01:00,2020-01-19 15:35:49.863000+01:00,white,180,36,EvilSaintPL,1210,XxColossuSxX,1208,280.1,7.8,0,0,0,0,38,37,no opens,1210,1,1208,2,True
4994,d8Z1pSW5,True,blitz,2020-01-19 15:29:23.123000+01:00,2020-01-19 15:30:12.018000+01:00,black,180,7,erksous,1390,EvilSaintPL,1201,48.9,7.0,0,0,0,0,9,9,Black e4 e6 Bc4 d5,1201,1,1390,-189,False
4995,FmbxGIsW,True,blitz,2020-01-19 15:27:56.939000+01:00,2020-01-19 15:29:01.725000+01:00,white,180,10,EvilSaintPL,1195,kemical,1203,64.8,6.5,0,0,0,1,12,9,White e4 e5 Nc3 Nc6,1195,1,1203,-8,False
4996,29pCJRI3,True,blitz,2020-01-19 15:22:39.458000+01:00,2020-01-19 15:27:46.385000+01:00,black,180,32,Gregor144,1120,EvilSaintPL,1191,306.9,9.6,0,1,1,0,15,17,Black e4 e6 Nf3 d5,1191,1,1120,71,True
4997,OBrNUsgJ,True,blitz,2020-01-19 15:21:39.264000+01:00,2020-01-19 15:22:25.584000+01:00,white,180,6,EvilSaintPL,1184,Lupin-L,1197,46.3,7.7,0,0,0,0,8,7,no opens,1184,1,1197,-13,False
4998,RHUuqDWr,True,blitz,2020-01-19 15:20:21.203000+01:00,2020-01-19 15:21:32.780000+01:00,black,180,12,EvilSaintPL,1190,Lupin-L,1191,71.6,6.0,1,0,1,0,4,6,no opens,1190,-1,1191,-1,False
4999,Lu1uvdKw,True,blitz,2020-01-19 15:14:18.749000+01:00,2020-01-19 15:19:27.887000+01:00,white,180,22,tu-sei-pazzo,1165,EvilSaintPL,1196,309.1,14.1,0,0,0,0,24,23,no opens,1196,-1,1165,31,True
5000,Cy20kAZ0,True,blitz,2020-01-19 15:08:30.563000+01:00,2020-01-19 15:14:11.872000+01:00,white,180,36,Fahad001,1305,EvilSaintPL,1200,341.3,9.5,0,0,1,0,38,7,Black e4 e6 d4 d5,1200,-1,1305,-105,False
5001,wtt0yJ4U,True,blitz,2020-01-19 13:56:10.006000+01:00,2020-01-19 14:01:26.301000+01:00,black,180,24,EvilSaintPL,1203,NelsonGSDark,1421,316.3,13.2,1,0,1,0,4,8,White e4 e5 Nf3 d6,1203,-1,1421,-218,False
5002,LyIWl2Xx,True,blitz,2020-01-19 13:51:39.174000+01:00,2020-01-19 13:55:20.535000+01:00,black,180,23,EvilSaintPL,1209,BeyondBlonde,1154,221.4,9.6,1,0,0,1,8,7,White e4 e5 Nf3 Nc6,1209,-1,1154,55,True
5003,e1JiOBpd,True,blitz,2020-01-19 13:46:43.131000+01:00,2020-01-19 13:51:31.600000+01:00,black,180,46,BeyondBlonde,1159,EvilSaintPL,1204,288.5,6.3,0,0,0,1,48,10,Black e4 e6 Nf3 d5,1204,1,1159,45,True
5004,zIXjV2gJ,True,blitz,2020-01-19 13:37:25.752000+01:00,2020-01-19 13:45:45.920000+01:00,white,300,25,hansmaj,1216,EvilSaintPL,1210,500.2,20.0,1,0,0,1,6,8,Black e4 e6 d4 d5,1210,-1,1216,-6,False
5005,FpejauS8,True,blitz,2020-01-19 13:34:30.032000+01:00,2020-01-19 13:37:16.992000+01:00,black,300,11,EvilSaintPL,1213,denizokan1,1366,167.0,15.2,0,0,0,1,13,8,no opens,1213,-1,1366,-153,False
5006,zLNPzaYk,True,blitz,2020-01-19 13:26:29.067000+01:00,2020-01-19 13:32:13.107000+01:00,white,300,24,EvilSaintPL,1206,Alvelund,1259,344.0,14.3,1,0,1,0,5,15,White e4 e5 Nf3 d6,1206,1,1259,-53,False
5007,ryqfCtWI,True,blitz,2020-01-19 13:23:42.558000+01:00,2020-01-19 13:26:13.930000+01:00,black,300,19,Kaban89,1230,EvilSaintPL,1200,151.4,8.0,1,0,0,0,5,21,Black e4 e6 Nf3 d5,1200,1,1230,-30,False
5008,wZIatcYA,True,blitz,2020-01-19 13:16:00.234000+01:00,2020-01-19 13:23:27.074000+01:00,black,300,26,EvilSaintPL,1206,Humanity10,1244,446.8,17.2,1,0,1,0,5,4,White e4 e5 Nc3 Nf6,1206,-1,1244,-38,False
5009,zdVqld5c,True,blitz,2020-01-19 12:42:49.008000+01:00,2020-01-19 12:50:04.148000+01:00,black,300,33,dline76,1240,EvilSaintPL,1199,435.1,13.2,1,0,0,0,17,35,Black e4 e5 Nf3 Nc6,1199,1,1240,-41,False
5010,Kz92LtPS,True,blitz,2020-01-19 12:36:18.242000+01:00,2020-01-19 12:42:26.649000+01:00,white,300,20,EvilSaintPL,1193,saeedsad,1199,368.4,18.4,1,0,0,0,4,21,White e4 e5 Nf3 Nc6,1193,1,1199,-6,False
5011,bEZVAWRL,True,blitz,2020-01-19 12:31:02.213000+01:00,2020-01-19 12:33:16.092000+01:00,white,300,12,EvilSaintPL,1187,luvio,1172,133.9,11.2,0,0,0,0,14,13,White e4 e5 Nf3 Nc6,1187,1,1172,15,True
5012,bdF3TIa7,True,blitz,2020-01-19 01:07:11.037000+01:00,2020-01-19 01:17:05.503000+01:00,black,300,33,tomtangen,1190,EvilSaintPL,1181,594.5,18.0,1,0,0,0,18,35,no opens,1181,1,1190,-9,False
5013,PtLYqkrC,True,blitz,2020-01-19 00:56:35.616000+01:00,2020-01-19 01:05:50.182000+01:00,white,300,31,EvilSaintPL,1176,gene1961,1150,554.6,17.9,1,0,0,0,8,32,no opens,1176,1,1150,26,True
5014,1QL8PlBa,True,blitz,2020-01-19 00:49:19.113000+01:00,2020-01-19 00:56:28.207000+01:00,white,300,32,giuliocima12,1219,EvilSaintPL,1181,429.1,13.4,1,0,1,0,7,16,no opens,1181,-1,1219,-38,False
5015,eXXFUgz0,True,blitz,2020-01-19 00:46:08.818000+01:00,2020-01-19 00:48:54.964000+01:00,white,300,10,leonetto,1033,EvilSaintPL,1189,166.1,16.6,1,0,0,0,6,11,Black e4 e6 Nf3 d5,1189,-1,1033,156,True
5016,8TBWAgax,True,blitz,2020-01-19 00:36:06.091000+01:00,2020-01-19 00:45:36.578000+01:00,black,300,83,EvilSaintPL,1192,MiluF,1346,570.5,6.9,0,0,1,0,85,7,no opens,1192,-1,1346,-154,False
5017,2imw4pnT,True,blitz,2020-01-18 22:52:14.726000+01:00,2020-01-18 23:04:52.589000+01:00,black,300,42,EvilSaintPL,1197,landeski,1250,757.9,18.0,1,0,1,0,7,16,no opens,1197,-1,1250,-53,False
5018,cs1Gtoxk,True,blitz,2020-01-18 22:43:35.995000+01:00,2020-01-18 22:47:31.331000+01:00,white,300,18,EvilSaintPL,1192,Hildegund,1131,235.3,13.1,0,0,1,0,20,4,no opens,1192,1,1131,61,True
5019,xSnzzjTC,True,blitz,2020-01-18 22:22:18.839000+01:00,2020-01-18 22:33:58.828000+01:00,black,300,49,Srleo,1176,EvilSaintPL,1186,700.0,14.3,1,0,1,0,6,29,Black e4 e6 d4 d5,1186,1,1176,10,True
5020,n2l2cVI0,True,blitz,2020-01-18 22:09:59.674000+01:00,2020-01-18 22:20:53.256000+01:00,black,300,32,palaye,1240,EvilSaintPL,1179,653.6,20.4,1,0,0,1,8,8,Black d4 Nf6 Bf4 e6,1179,1,1240,-61,False
5021,zH4AMXcg,True,blitz,2020-01-18 21:52:29.474000+01:00,2020-01-18 22:04:58.217000+01:00,black,300,47,maxars,1338,EvilSaintPL,1171,748.7,15.9,1,0,1,0,3,5,Black e4 e5 Nf3 Nc6,1171,1,1338,-167,False
5022,OnVRewWI,True,blitz,2020-01-18 21:37:02.245000+01:00,2020-01-18 21:39:35.430000+01:00,white,300,11,EvilSaintPL,1164,thjayzed,1192,153.2,13.9,0,0,0,0,13,13,White e4 c6 d4 d5,1164,1,1192,-28,False
5023,qKAGmWzt,True,blitz,2020-01-18 21:30:07.946000+01:00,2020-01-18 21:36:31.525000+01:00,black,300,20,EvilSaintPL,1170,homalii,1158,383.6,19.2,1,0,1,0,5,4,White e4 e5 Nc3 d6,1170,-1,1158,12,True
5024,3aKxXPZE,True,blitz,2020-01-18 20:51:56.643000+01:00,2020-01-18 21:04:46.357000+01:00,black,300,42,EvilSaintPL,1176,aka4velet,1157,769.7,18.3,1,0,1,0,4,4,White e4 e5 Nc3 Nf6,1176,-1,1157,19,True
